0,1,2,3,4,5,6,7,8,9
29.605883151899693,60.18194538679067,21.094203936000554,64.29539531598421,93.8221291481031,0.0,0.0,0.0,0.0,0.0
7.7082621662545865,52.427059102387844,25.895526688820425,74.62371641725167,9.500642454082808,0.0,0.0,0.0,0.0,0.0
9.544946947805212,21.054787587723744,66.84140852030792,41.575331900774756,38.55209198756852,0.0,0.0,0.0,0.0,0.0
66.09235866072873,64.26104624989013,68.88867155455537,34.25616422355453,22.213937147263408,0.0,0.0,0.0,0.0,0.0
33.18211773679668,17.199395791259963,80.97395625856298,49.201065945252275,12.265248281377305,0.0,0.0,0.0,0.0,0.0
10.000906421718813,58.56374607332587,49.658355479380056,49.12791889067938,32.75740394668034,0.0,0.0,0.0,0.0,0.0
1.945546761833572,86.66516137201081,73.59098007050636,72.50041716803646,94.05621966816156,0.0,0.0,0.0,0.0,0.0
69.55059980885395,0.0913278664159134,84.44535461889048,36.79226906980267,66.03427485452593,0.0,0.0,0.0,0.0,0.0
67.89692927227257,57.814458342654426,35.51855442653462,34.11247959584017,72.93745893012974,0.0,0.0,0.0,0.0,0.0
98.72571042323209,25.77829642035884,37.61946650227755,81.56744540729085,84.79766002193381,0.0,0.0,0.0,0.0,0.0
